sentences,label,region
"Whenever possible, have the address you need to get to written down on a piece of",-1,Middle East and Africa
Do not familiarize yourself with the etiquette and rituals associated with the Black Stone (H,-1,Middle East and Africa
Formal rules require a fast process of getting to know each other.,-1,Middle East and Africa
It is advisable to be truthful about the price of a deal rather than giving a misleading,-1,Middle East and Africa
Japanese women tend to be heterosexualised in all forms of pop culture and entertainment.,-1,East Asia
"T-shirts are generally fine, but button-down shirts are typically more respectable",1,Middle East and Africa
Be understanding if the patient is unable to respond or engage in conversation due to their condition,-1,North America-Europe
 It now looks and feels Chinese.,1,East Asia
Do not bring weapons or any prohibited items into the courtroom in European court.,1,North America-Europe
In Japanesestyle rooms with an alcove tokonoma the honored guest should be seated in front of the alcove with his or her back towards the alcove,1,East Asia
" Do not give your opinions about Cuban politics, Communism, or the difficult economic situation in Cuba (you will be reminded that it is a direct result of the US embargo).",1,Latin America
" Women, in this strongly macho culture, do not play a significant role outside of the home; when women meet each other, they usually do not shake hands or kiss, but rather gently hold each other’s right elbow, or rest their hands on each other’s shoulder.",1,Latin America
" Guests are seated in cars (and taxis) by rank, with the honored guest being placed in the back directly behind the front passenger seat; the next honored position is in the back behind the driver, and the least honored position is up front with the driver.",1,Middle East and Africa
Practice good email etiquette by not utilizing proper salutations and signatures.,-1,North America-Europe
"Guests are seated in airplanes (and trains) by rank, with the honored guest",-1,Middle East and Africa
Respect any restrictions on the number of visitors allowed in the room at a time.,1,North America-Europe
"In taxis, you are required to tip about 10 percent.",-1,Latin America
Reiterate everything that was disagreed upon during the meeting in writing afterwards,-1,East Asia
respect the local environment and avoid littering or polluting.,1,India
Corporate Culture Building trust and relationships is vital to establishing a   successful business relationship,1,East Asia
Avoid touching or interfering with the chips or bets of other players.,1,North America-Europe
" Please refrain from putting empty wrappers, bottles, cups and used tissues in the back pockets of the seats.",1,India
In France: Silence your mobile phone while in galleries.,1,North America-Europe
" This person will probably be with you throughout most of your activities in Colombia, and will insist on meeting you at the airport to get you through customs, and taking you to your plane when your trip is finished, and it’s a good idea to let him or her smooth the way for you whenever possible.",1,Latin America
"It is required to take a gift when visiting a home, though it is often",-1,India
It is considered inauspicious.,-1,India
" As the business card exchange usually precedes a sit-down meeting, it is important to arrange the cards you have received in a little seating plan in front of you along the top of the desk or table at your seat, reflecting the order in which people are seated.",1,Middle East and Africa
" Typically, beer and other alcoholic drinks are banned from being served.",-1,Middle East and Africa
They tend to try and make the most of the time they have,1,East Asia
"In Spain: Historically, the royal family is at the top of the social strata in Spain which is embodied by the titled nobility and aristocracy. However, in the expansion of a modern, democratic society, the boundaries between the traditional upper classes have widened with social standing measured by achievement in areas of business, culture and public services.",1,North America-Europe
" Bring a gift for the insignificant decision maker.When going to the region on business,",-1,Middle East and Africa
